Tokenized_Query,Tokenized_Answer
"['Communication', 'course', 'help', 'students', 'data', 'science', 'projects', '?']","['Communication', 'course', 'helps', 'students', 'articulate', 'benefits', ',', 'risks', ',', 'formulation', ',', 'solution', ',', 'results', 'data', 'science', 'projects', 'diverse', 'stakeholders', 'using', 'written', ',', 'verbal', ',', 'visual', 'forms', '.']"
"['importance', 'teamwork', 'data', 'science', 'projects', '?']","['Teamwork', 'essential', 'data', 'science', 'projects', 'allows', 'individuals', 'participate', 'effectively', 'teams', 'accomplish', 'goals', ',', 'especially', 'projects', 'containing', 'data', 'science', 'components', '.']"
"['Data', 'Ethics', 'course', 'address', 'ethical', 'implications', 'data', 'science', 'practice', '?']","['Data', 'Ethics', 'course', 'helps', 'students', 'critically', 'evaluate', 'conscientiously', 'respond', 'ethical', 'societal', 'implications', 'data', 'science', 'practice', ',', 'including', 'analyzing', 'potential', 'human', 'impacts', 'developing', 'strategies', 'reflect', 'shared', 'social', 'ethical', 'values', '.']"
"['lifelong', 'learning', 'emphasized', 'curriculum', '?']","['Lifelong', 'learning', 'emphasized', 'recognize', 'importance', 'continued', 'learning', 'beyond', 'graduation', 'demonstrate', 'readiness', 'join', 'evolving', 'professional', 'community', 'data', 'science', '.']"
"['objectives', 'Applied', 'Data', 'Sciences', 'Option', '?']","['Applied', 'Data', 'Sciences', 'Option', 'allows', 'students', 'gain', 'in-depth', 'knowledge', 'chosen', 'application', 'focus', 'within', 'data', 'science', '.']"
"['objectives', 'university', ""'s"", 'academic', 'advising', 'program', '?']","['objectives', 'university', ""'s"", 'academic', 'advising', 'program', 'help', 'advisees', 'identify', 'achieve', 'academic', 'goals', ',', 'promote', 'intellectual', 'discovery', ',', 'encourage', 'students', 'take', 'advantage', 'educational', 'opportunities', 'classroom', 'order', 'become', 'self-directed', 'learners', 'decision', 'makers', '.']"
"['find', 'information', 'academic', 'advising', 'policy', 'Pennsylvania', 'State', 'University', '?']","['find', 'information', 'academic', 'advising', 'policy', 'Pennsylvania', 'State', 'University', 'Senate', 'Policy', '32-00', ':', 'Advising', 'Policy', ',', 'available', 'https', ':', '//senate.psu.edu/policies-and-rules-for-undergraduate-students/32-00-advising-policy/', '.']"
"['courses', 'included', 'Computational', 'Data', 'Sciences', 'Option', '?']","['courses', 'included', 'Computational', 'Data', 'Sciences', 'Option', 'designed', 'help', 'students', 'develop', ',', 'analyze', ',', 'solve', 'software-related', 'computational', 'solutions', 'data', 'science', 'problems', '.']"
"['examples', 'courses', 'offered', 'College', 'Information', 'Sciences', 'Technology', '?']","['examples', 'courses', 'offered', 'College', 'Information', 'Sciences', 'Technology', 'include', 'CMPSC', '442', ',', 'CMPSC', '410', ',', 'CMPSC', '465', ',', 'CMPSC', '448', '.']"
"['CSE', 'Advising', 'office', 'located', '?']","['CSE', 'Advising', 'office', 'located', 'W209', 'Westgate', 'Building', ',', 'University', 'Park', ',', 'PA', '16802', '.']"
"['examples', 'courses', 'satisfy', 'General', 'Education', 'requirement', '?']","['examples', 'courses', 'satisfy', 'General', 'Education', 'requirement', 'include', 'MATH', '220', ',', 'CAS', '100A', ',', 'CAS', '100B', ',', 'MATH', '140', ',', 'MATH', '141', ',', 'DS', '200', ',', 'STAT', '200', ',', 'ENGL', '15', ',', 'First-Year', 'Seminar', '.']"
"['purpose', 'Academic', 'Advising', 'program', 'university', '?']","['purpose', 'Academic', 'Advising', 'program', 'university', 'assist', 'students', 'planning', 'chosen', 'program', 'study', ',', 'providing', 'referrals', 'specialized', 'resources', ',', 'helping', 'students', 'meet', 'educational', 'goals', '.']"
"['courses', 'included', 'Statistical', 'Modeling', 'Data', 'Sciences', 'Option', '?']","['Statistical', 'Modeling', 'Data', 'Sciences', 'Option', 'includes', 'courses', 'focus', 'common', 'regression-based', 'inferential', 'modeling', 'techniques', 'analysis', 'variance', ',', 'generalized', 'linear', 'models', ',', 'multiple', 'regression', ',', 'logistic', 'regression', ',', 'well', 'basic', 'statistical', 'optimization', 'simulation', 'techniques', '.']"
"['find', 'information', 'College', 'Engineering', 'Pennsylvania', 'State', 'University', '?']","['Information', 'College', 'Engineering', 'Pennsylvania', 'State', 'University', 'found', 'academic', 'advising', 'office', 'located', 'W209', 'Westgate', 'Building', ',', 'University', 'Park', ',', 'PA', '16802', '.']"
"['role', 'academic', 'advisers', 'advising', 'relationship', '?']","['Academic', 'advisers', 'advisees', 'share', 'responsibility', 'making', 'advising', 'relationship', 'succeed', 'encouraging', 'students', 'become', 'engaged', 'education', ',', 'meet', 'educational', 'goals', ',', 'develop', 'habit', 'learning', ',', 'advisers', 'assume', 'significant', 'educational', 'role', 'guiding', 'students', '.']"
"['examples', 'General', 'Education', 'Courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'General', 'Education', 'Courses', 'satisfy', 'Cultures', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['provide', 'list', 'courses', 'require', 'grade', 'C', 'better', 'major', '?']","['Courses', 'require', 'grade', 'C', 'better', 'major', 'include', 'CMPSC', '122', ',', 'CMPSC', '132', ',', 'STAT', '380', ',', 'STAT', '414', ',', 'DS', '440W', '.']"
"['examples', 'General', 'Education', 'Courses', 'require', 'grade', 'C', 'better', '?']","['examples', 'General', 'Education', 'Courses', 'require', 'grade', 'C', 'better', 'include', 'CMPSC', '121', ',', 'CMPSC', '131', ',', 'MATH', '230', '.']"
"['list', 'courses', 'satisfy', 'General', 'Education', 'degree', 'requirement', '?']","['Courses', 'satisfy', 'General', 'Education', 'degree', 'requirement', 'include', 'CMPSC', '122', ',', 'CMPSC', '132', ',', 'STAT', '380', ',', 'STAT', '414', ',', 'DS', '440W', ',', 'CMPSC', '121', ',', 'CMPSC', '131', ',', 'MATH', '230', '.']"
"['courses', 'part', 'Computational', 'Data', 'Sciences', 'Option', 'Data', 'Sciences', 'degree', '?']","['Courses', 'part', 'Computational', 'Data', 'Sciences', 'Option', 'Data', 'Sciences', 'degree', 'include', 'ENGL', '202C', ',', 'CMPSC', '221', ',', 'CMPSC', '461', '.']"
"['contact', 'information', 'Undergraduate', 'Statistics', 'Office', 'Academic', 'Advising', '?']","['contact', 'information', 'Undergraduate', 'Statistics', 'Office', 'Academic', 'Advising', '323', 'Thomas', 'Building', ',', 'University', 'Park', ',', 'PA', '16802', ',', '814-865-1348', ',', 'stat-advising', '@', 'psu.edu', '.']"
"['provide', 'list', 'courses', 'offered', 'Eberly', 'College', 'Science', '?']","['Courses', 'offered', 'Eberly', 'College', 'Science', 'include', 'DS', '435', '.']"
"['contact', 'information', 'Undergraduate', 'Academic', 'Advising', 'Center', '?']","['contact', 'information', 'Undergraduate', 'Academic', 'Advising', 'Center', 'E103', 'Westgate', 'Building', ',', 'University', 'Park', ',', 'PA', '16802', ',', '814-865-8947', '.']"
"['examples', 'courses', 'satisfy', 'Cultural', 'Diversity', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultural', 'Diversity', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['courses', 'incoming', 'Schreyer', 'Honors', 'College', 'first-year', 'students', 'University', 'Park', 'take', 'fall', 'semester', '?']","['Incoming', 'Schreyer', 'Honors', 'College', 'first-year', 'students', 'University', 'Park', 'take', 'ENGL', '137H/CAS', '137H', 'fall', 'semester', '.']"
"['courses', 'incoming', 'Schreyer', 'Honors', 'College', 'first-year', 'students', 'University', 'Park', 'take', 'spring', 'semester', '?']","['Incoming', 'Schreyer', 'Honors', 'College', 'first-year', 'students', 'University', 'Park', 'take', 'ENGL', '138T/CAS', '138T', 'spring', 'semester', '.']"
"['courses', 'students', 'Health', 'Wellness', 'Elective', 'complete', 'substitute', 'GHW', 'requirement', '?']","['Students', 'Health', 'Wellness', 'Elective', 'substitute', '3', 'ROTC', 'credits', 'GHW', 'requirement', '.']"
"['many', 'credits', 'Natural', 'Science', '(', 'GN', ')', 'required', 'students', '?']","['Nine', 'credits', 'Natural', 'Science', '(', 'GN', ')', 'required', 'students', '.']"
"['courses', 'used', 'Natural', 'Sciences', 'Elective', '(', 'GN', ')', 'requirement', '?']","['GN', 'courses', 'except', 'specific', 'ones', 'like', 'ASTRO', '848', 'courses', 'Electrical', 'Engineering', 'Technology', 'used', 'Natural', 'Sciences', 'Elective', '(', 'GN', ')', 'requirement', '.']"
"['purpose', 'Data', 'Sciences', 'program', '?']","['Data', 'Sciences', 'program', 'blends', 'technical', 'expertise', 'needed', 'analyze', ',', 'interpret', ',', 'manage', 'big', 'data', 'interpersonal', 'skills', 'needed', 'communicate', 'insights', 'variety', 'audiences', '.']"
"['skills', 'Data', 'Sciences', 'program', 'prepare', 'students', '?']","['Data', 'Sciences', 'program', 'prepares', 'students', 'meet', 'growing', 'need', 'professionals', 'analytical', 'problem-solving', 'skills', 'address', 'wide', 'range', 'societal', 'challenges', '.']"
"['companies', 'participate', 'career', 'fairs', 'Engineering', 'field', '?']","['Many', 'companies', 'participate', 'career', 'fairs', 'Engineering', 'field', '.']"
"['students', 'find', 'Department', 'List', 'Course', '(', 'General', 'Elective', ')', '?']","['Students', 'find', 'Department', 'List', 'Course', '(', 'General', 'Elective', ')', 'handbook', 'eecs.psu.edu', '.']"
"['possible', 'careers', 'students', 'pursuing', 'Data', 'Sciences', 'degree', '?']","['Possible', 'careers', 'students', 'pursuing', 'Data', 'Sciences', 'degree', 'include', 'Data', 'Scientist', ',', 'Data', 'Analyst', ',', 'Data', 'Specialist', ',', 'Data', 'Visualization', 'Specialist', ',', 'Analyst', ',', 'Machine', 'Learning', 'Engineer', ',', 'Data', 'Engineer', ',', 'Business', 'Systems', 'Analyst/Consultant', '.']"
"['students', 'find', 'information', 'Applied', 'Data', 'Sciences', 'option', '?']","['Students', 'find', 'information', 'Applied', 'Data', 'Sciences', 'option', 'https', ':', '//www.ist.psu.edu/current/careers/development/process/path/', '.']"
"['contact', 'information', 'Department', 'Computer', 'Science', 'Engineering', 'University', 'Park', '?']","['contact', 'information', 'Department', 'Computer', 'Science', 'Engineering', 'University', 'Park', 'W209', 'Westgate', 'Building', ',', 'University', 'Park', ',', 'PA', '16802', ',', '814-865-9505', ',', 'arc88', '@', 'psu.edu', '.']"
"['students', 'find', 'information', 'Computational', 'Data', 'Sciences', 'option', '?']","['Students', 'find', 'information', 'Computational', 'Data', 'Sciences', 'option', 'https', ':', '//www.eecs.psu.edu/students/undergraduate/DataSciences.aspx', '.']"
"['program', 'description', 'Electrical', 'Engineering', 'Technology', 'major', '?']","['Electrical', 'Engineering', 'Technology', '(', '2EET', ')', 'major', 'helps', 'prepare', 'graduates', 'technical', 'positions', 'expanding', 'fields', 'electronics', ',', 'computers', ',', 'microprocessors', ',', 'instrumentation', ',', 'electrical', 'equipment', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['different', 'baccalaureate', 'degree', 'majors', 'offered', 'Electrical', 'Engineering', 'Technology', 'Penn', 'State', '?']","['baccalaureate', 'degree', 'majors', 'offered', 'Electrical', 'Engineering', 'Technology', 'Penn', 'State', 'include', 'majors', 'Penn', 'State', 'Harrisburg', ',', 'Penn', 'State', 'Erie', ',', 'Penn', 'State', 'Behrend', ',', 'Penn', 'State', 'Altoona', ',', 'Penn', 'State', 'Berks', ',', 'Penn', 'State', 'New', 'Kensington', ',', 'Penn', 'State', 'York', '.']"
"['two', 'baccalaureate', 'tracks', 'available', 'streamline', 'transition', 'Electrical', 'Engineering', 'Technology', 'students', '?']","['two', 'baccalaureate', 'tracks', 'available', 'streamline', 'transition', 'Electrical', 'Engineering', 'Technology', 'students', 'general', 'track', 'track', 'students', 'interested', 'pursuing', 'baccalaureate', 'degree', 'major', 'Penn', 'State', 'Harrisburg', '.']"
"['focus', 'electrical', 'engineering', 'technology', '?']","['Electrical', 'engineering', 'technology', 'focuses', 'planning', ',', 'designing', ',', 'installing', ',', 'operating', ',', 'maintaining', 'electrical', 'power', 'systems', 'electronic', 'devices', '.']"
"['examples', 'courses', 'related', 'digital', 'circuits', 'Electrical', 'Engineering', 'Technology', 'program', '?']","['examples', 'courses', 'related', 'digital', 'circuits', 'Electrical', 'Engineering', 'Technology', 'program', 'include', 'courses', 'digital', 'circuits', ',', 'computers', ',', 'programmable', 'logic', 'controls', '.']"
"['minimum', 'GPA', 'requirement', 'students', 'change', 'Electrical', 'Engineering', 'Technology', 'major', 'Penn', 'State', '?']","['Students', 'must', 'minimum', 'GPA', '2.0', 'change', 'Electrical', 'Engineering', 'Technology', 'major', 'Penn', 'State', '.']"
"['type', 'students', 'might', 'interested', 'Electrical', 'Engineering', 'Technology', 'program', '?']","['Students', 'interested', 'science', 'technology', 'prefer', 'applying', 'skills', 'laboratory', 'field', 'setting', ',', 'opposed', 'studying', 'theory', 'classroom', 'setting', ',', 'might', 'interested', 'Electrical', 'Engineering', 'Technology', 'program', '.']"
"['emphasis', 'Electrical', 'Engineering', 'Technology', 'major', 'Penn', 'State', '?']","['emphasis', 'Electrical', 'Engineering', 'Technology', 'major', 'Penn', 'State', 'application', 'theory', ',', 'focus', 'hands-on', 'lab', 'experiments', '.']"
"['examples', 'courses', 'related', 'electrical', 'machinery', 'Electrical', 'Engineering', 'Technology', 'program', '?']","['examples', 'courses', 'related', 'electrical', 'machinery', 'Electrical', 'Engineering', 'Technology', 'program', 'include', 'courses', 'electrical', 'machinery', ',', 'electrical', 'power', 'systems', ',', 'electronic', 'devices', '.']"
"['degree', 'requirements', 'Electrical', 'Engineering', 'Technology', 'program', 'Penn', 'State', '?']","['degree', 'requirements', 'Electrical', 'Engineering', 'Technology', 'program', 'Penn', 'State', 'include', 'courses', 'manufacturing', 'materials', ',', 'processes', ',', 'laboratory', 'work', ',', 'mechanics', 'technology', ',', 'technical', 'physics', ',', 'general', 'physics', ',', 'introductory', 'physics', '.']"
"['minimum', 'credits', 'required', 'Electrical', 'Engineering', 'Technology', 'major', '?']","['Electrical', 'Engineering', 'Technology', 'major', 'requires', 'minimum', '65', 'credits', '.']"
"['General', 'Education', 'requirements', 'Electrical', 'Engineering', 'Technology', 'major', '?']","['General', 'Education', 'requirements', 'Electrical', 'Engineering', 'Technology', 'major', 'include', '3', 'credits', 'GN', 'courses', ',', '3', 'credits', 'GQ', 'courses', ',', '6', 'credits', 'GWS', 'courses', '.']"
"['specific', 'course', 'required', 'Electrical', 'Computer', 'Engineering', 'Technology', 'Track', 'per', 'Senate', 'Policy', '82-44', '?']","['specific', 'course', 'required', 'Electrical', 'Computer', 'Engineering', 'Technology', 'Track', 'CMPET', '117', 'Digital', 'Electronics', '.']"
"['examples', 'courses', 'Electrical', 'Engineering', 'Technology', 'major', 'require', 'grade', 'C', 'better', '?']","['Examples', 'courses', 'Electrical', 'Engineering', 'Technology', 'major', 'require', 'grade', 'C', 'better', 'include', 'EET', '212W', 'Op', 'Amp', 'Integrated', 'Circuit', 'Electronics', 'EET', '114', 'Electrical', 'Circuits', 'II', '.']"
"['title', 'course', 'covers', 'Effective', 'Speech', 'Electrical', 'Engineering', 'Technology', 'major', '?']","['course', 'covers', 'Effective', 'Speech', 'Electrical', 'Engineering', 'Technology', 'major', 'CAS', '100', '.']"
"['examples', 'courses', 'Electrical', 'Engineering', 'Technology', 'major', 'involve', 'Electric', 'Machines', 'Energy', 'Conversion', '?']","['Examples', 'courses', 'Electrical', 'Engineering', 'Technology', 'major', 'involve', 'Electric', 'Machines', 'Energy', 'Conversion', 'include', 'EET', '214', 'Electric', 'Machines', 'Energy', 'Conversion', 'EET', '215', 'Electric', 'Machines', 'Energy', 'Conversion', 'Laboratory', '.']"
"['prerequisites', 'course', 'CMPET', '211', 'Embedded', 'Processors', 'DSP', '?']","['prerequisites', 'course', 'CMPET', '211', 'Embedded', 'Processors', 'DSP', 'CMPET', '117', 'Digital', 'Electronics', 'CMPET', '120', 'Digital', 'Electronics', 'Laboratory', '.']"
"['options', 'Select', 'courses', 'Electrical', 'Engineering', 'Technology', 'major', '?']","['options', 'Select', 'courses', 'Electrical', 'Engineering', 'Technology', 'major', 'include', 'MATH', '22', '&', 'MATH', '26', 'College', 'Algebra', 'Analytic', 'Geometry', 'Applications', 'II', 'Plane', 'Trigonometry', 'Applications', '.']"
"['course', 'code', 'Introduction', 'CAD', 'Electrical', 'Computer', 'Engineering', 'major', '?']","['course', 'code', 'Introduction', 'CAD', 'Electrical', 'Computer', 'Engineering', 'major', 'EGT', '119', '.']"
"['course', 'covers', 'Technical', 'Calculus', 'Electrical', 'Engineering', 'Technology', 'major', '?']","['course', 'covers', 'Technical', 'Calculus', 'Electrical', 'Engineering', 'Technology', 'major', 'MATH', '83', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['courses', 'included', 'General', 'Track', 'Electro-Mechanical', 'Engineering', 'Technology', 'program', '?']","['courses', 'included', 'General', 'Track', 'Electro-Mechanical', 'Engineering', 'Technology', 'program', 'EDSGN', '100', ',', 'EMET', '230', ',', 'Honors', 'Rhetoric', 'Composition', ',', 'PHYS', '150', '.']"
"['minimum', 'grade', 'required', 'students', 'EET', 'program', 'meet', 'requirements', 'EMET', 'degree', '?']","['Students', 'EET', 'program', 'must', 'receive', 'grade', 'C', 'better', 'order', 'meet', 'requirements', 'EMET', 'degree', '.']"
"['courses', 'included', 'Baccalaureate', 'Electro-Mechanical', 'Engineering', 'Technology', '(', 'EMET', ')', 'track', '?']","['courses', 'included', 'Baccalaureate', 'Electro-Mechanical', 'Engineering', 'Technology', '(', 'EMET', ')', 'track', 'ENGL', '15', ',', 'EET', '849', ',', 'EET', '850', '.']"
"['courses', 'students', 'planning', 're-enroll', 'Electrical', 'Engineering', 'Technology', 'program', 'Penn', 'State', 'Harrisburg', 'follow', '?']","['Students', 'planning', 're-enroll', 'Electrical', 'Engineering', 'Technology', 'program', 'Penn', 'State', 'Harrisburg', 'follow', 'Track', 'C', 'select', 'MATH', '140', 'instead', 'MATH', '83', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['Inter-Domain', 'courses', 'used', 'meet', 'Knowledge', 'Domain', 'requirements', '?']","['Yes', ',', 'six', 'credits', 'Inter-Domain', 'courses', 'may', 'used', 'meet', 'Knowledge', 'Domain', 'requirements', '.']"
"['minimum', 'number', 'credits', 'required', 'associate', ""'s"", 'degree', '?']","['minimum', 'number', 'credits', 'required', 'associate', ""'s"", 'degree', '60', 'credits', '.']"
"['minimum', 'grade-point', 'average', 'required', 'complete', 'degree', 'program', '?']","['Candidates', 'must', 'earn', 'least', '2.00', 'grade-point', 'average', 'complete', 'degree', 'program', '.']"
"['Writing', 'Across', 'Curriculum', 'courses', 'required', 'college', 'graduation', '?']","['Yes', ',', 'Writing', 'Across', 'Curriculum', 'courses', 'required', 'college', 'graduation', '.']"
"['program', 'requirements', 'exceed', '60', 'credits', 'associate', ""'s"", 'degree', '?']","['Yes', ',', 'program', 'requirements', 'may', 'exceed', '60', 'credits', 'associate', ""'s"", 'degree', '.']"
"['purpose', 'keystone', 'symbol', 'next', 'course', 'title', '?']","['keystone', 'symbol', 'next', 'course', 'title', 'designates', 'General', 'Education', 'course', '.']"
"['students', 'required', 'complete', 'coursework', 'United', 'States', 'International', 'cultures', '?']","['Yes', ',', 'students', 'required', 'complete', 'coursework', 'United', 'States', 'International', 'cultures', '.']"
"['many', 'credits', 'required', 'Writing', 'Speaking', '(', 'GWS', ')', 'domain', '?']","['3', 'credits', 'required', 'Writing', 'Speaking', '(', 'GWS', ')', 'domain', '.']"
"['total', 'number', 'credits', 'required', 'associate', ""'s"", 'degree', '?']","['total', 'number', 'credits', 'required', 'associate', ""'s"", 'degree', 'minimum', '60', 'credits', '.']"
"['examples', 'courses', 'satisfy', 'Cultural', 'Diversity', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultural', 'Diversity', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['Program', 'Coordinator', 'Fayette', 'Campus', '?']","['Program', 'Coordinator', 'Fayette', 'Campus', 'Fayette', 'Andrzej', 'Gapinski', '.']"
"['contact', 'details', 'Patrick', 'Hein', ',', 'Lecturer', 'York', 'Campus', '?']","['contact', 'details', 'Patrick', 'Hein', ',', 'Lecturer', 'York', 'Campus', '1031', 'Edgecomb', 'Ave.', 'York', ',', 'PA', '17403', 'email', 'pdh7', '@', 'psu.edu', '.']"
"['courses', 'require', 'grade', ""'"", 'C', ""'"", 'better', 'major', '?']","['Courses', 'require', 'grade', ""'"", 'C', ""'"", 'better', 'major', 'specified', 'data', '.']"
"['suffixes', 'used', 'designate', 'courses', 'satisfy', 'University', 'Writing', 'Across', 'Curriculum', 'requirement', '?']","['Suffixes', 'W', ',', 'X', 'used', 'designate', 'courses', 'satisfy', 'University', 'Writing', 'Across', 'Curriculum', 'requirement', '.']"
"['abbreviations', 'used', 'designate', 'courses', 'satisfy', 'Cultural', 'Diversity', 'Requirements', '?']","['abbreviations', 'used', 'designate', 'courses', 'satisfy', 'Cultural', 'Diversity', 'Requirements', 'US', 'IL', '.']"
"['Engineering', 'Program', 'Chair', 'Erie', 'Campus', '?']","['Engineering', 'Program', 'Chair', 'Erie', 'Campus', 'David', 'Loker', '.']"
"['Technical', 'Elective', 'options', 'students', 'choose', '?']","['Technical', 'Elective', 'options', 'students', 'choose', 'MATH', '140', ',', 'BISC', '3', ',', 'CHEM', '110', '.']"
"['courses', 'satisfy', 'GS', 'requirement', 'also', 'designated', 'IL', '?']","['STS', '245', 'course', 'satisfies', 'GS', 'requirement', 'also', 'designated', 'IL', '.']"
"['Knowledge', 'Domains', 'included', 'General', 'Education', 'requirements', '?']","['Knowledge', 'Domains', 'included', 'General', 'Education', 'requirements', 'GHW', ',', 'GN', ',', 'GA', ',', 'GH', ',', 'GS', '.']"
"['courses', 'recommended', 'students', 'Electrical', 'Engineering', 'Technology', 'program', 'Penn', 'State', 'York', 'Campus', '?']","['suggested', 'technical', 'electives', 'students', 'Electrical', 'Engineering', 'Technology', 'program', 'Penn', 'State', 'York', 'Campus', 'include', 'MATH', '140', '(', 'typically', 'offered', 'spring', 'fall', ')', ',', 'BISC', '3', '(', 'typically', 'offered', 'spring', 'fall', ')', ',', 'CHEM', '110', '(', 'offered', 'spring', 'fall', ')', '.']"
"['students', 'Electrical', 'Engineering', 'Technology', 'program', 'Penn', 'State', 'York', 'Campus', 'plan', 'academic', 'courses', '?']","['Students', 'Electrical', 'Engineering', 'Technology', 'program', 'Penn', 'State', 'York', 'Campus', 'plan', 'academic', 'courses', 'conjunction', 'degree', 'audit', ',', 'accessible', 'LionPATH', 'Academic', 'Requirements', 'report', '.', 'consult', 'Penn', 'State', 'academic', 'adviser', 'regularly', 'develop', 'refine', 'appropriate', 'academic', 'plan', '.']"
"['courses', 'students', 'take', 'first', 'year', 'Penn', 'State', 'York', 'Campus', 'Electrical', 'Engineering', 'Technology', 'program', '?']","['first', 'year', 'Penn', 'State', 'York', 'Campus', 'Electrical', 'Engineering', 'Technology', 'program', ',', 'students', 'take', 'courses', 'EDSGN', '100', ',', 'CMPET', '117', ',', 'IET', '101', ',', 'CMPET', '120', ',', 'EET', '105', ',', 'MET', '111', ',', 'MATH', '26', '(', 'GQ', ')', ',', 'ENGL', '15', ',', '30H', ',', 'ESL', '15', '(', 'GWS', ')', ',', 'PHYS', '150', ',', 'PHYS', '250', '(', 'GN', ')', '.']"
"['students', 'need', 'make', 'adjustments', 'general', 'education', 'courses', 'Penn', 'State', 'York', 'Campus', '?']","['students', 'Penn', 'State', 'York', 'Campus', 'need', 'make', 'adjustments', 'general', 'education', 'courses', ',', 'consult', 'adviser', 'ensure', 'satisfy', 'general', 'education', 'requirements', '.', 'may', 'need', 're-adjust', 'courses', 'accordingly', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['examples', 'courses', 'satisfy', 'Cultures', 'requirement', '?']","['examples', 'courses', 'satisfy', 'Cultures', 'requirement', 'include', 'COMM', '451', ',', 'COMM', '452', ',', 'COMM', '453', ',', 'COMM', '454', ',', 'COMM', '455', ',', 'COMM', '495', ',', 'COMM', '496', '.']"
"['potential', 'career', 'options', 'graduates', 'Electrical', 'Engineering', 'Technology', 'program', '?']","['Graduates', 'Electrical', 'Engineering', 'Technology', 'program', 'may', 'pursue', 'careers', 'Engineers', 'designing', 'electronic', 'devices', ',', 'sensors', ',', 'systems', ',', 'robotic', 'arms', ',', 'Technicians', 'helping', 'build', 'test', 'equipment', '.']"
"['opportunities', 'graduate', 'studies', 'field', 'Electrical', 'Engineering', 'Technology', '?']","['Opportunities', 'graduate', 'studies', 'Electrical', 'Engineering', 'Technology', 'include', 'courses', 'like', 'PHYS', '151', ',', 'CHEM', '110', ',', 'CHEM', '111', ',', 'STS', '233Z', '.']"
"['total', 'credits', 'required', 'Electrical', 'Engineering', 'Technology', 'program', '?']","['total', 'credits', 'required', 'Electrical', 'Engineering', 'Technology', 'program', 'range', '65', '67', 'credits', '.']"
"['abbreviations', 'used', 'designate', 'courses', 'satisfy', 'Cultural', 'Diversity', 'Requirements', '?']","['abbreviations', 'US', 'IL', 'used', 'designate', 'courses', 'satisfy', 'Cultural', 'Diversity', 'Requirements', '(', 'United', 'States', 'International', 'Cultures', ')', '.']"
"['abbreviations', 'W', ',', ',', 'X', 'used', 'course', 'numbers', '?']","['suffixes', 'W', ',', ',', 'X', 'end', 'course', 'numbers', 'used', 'designate', 'courses', 'satisfy', 'University', 'Writing', 'Across', 'Curriculum', 'requirement', '.']"
"['scheduling', 'patterns', 'courses', 'taught', 'Electrical', 'Engineering', 'Technology', 'program', '?']","['Major/option', 'courses', 'offered', 'Fall', 'Spring', 'semesters', ',', 'listed', 'guide', 'students', 'follow', '.']"
"['abbreviation', 'Electrical', 'Engineering', 'Technology', 'program', '?']","['abbreviation', 'Electrical', 'Engineering', 'Technology', 'program', 'A.ENGT', '.']"
"['requirements', 'courses', 'Foundations', '(', 'GWS', 'GQ', ')', 'Knowledge', 'Domains', '?']","['Courses', 'Foundations', '(', 'GWS', 'GQ', ')', 'Knowledge', 'Domains', 'require', 'grade', ""'"", 'C', ""'"", 'better', '.']"
"['different', 'General', 'Education', 'requirements', 'students', 'Electrical', 'Engineering', 'Technology', 'program', '?']","['General', 'Education', 'requirements', 'students', 'program', 'include', 'Foundations', '(', 'GWS', 'GQ', ')', 'Knowledge', 'Domains', '(', 'GHW', ',', 'GN', ',', 'GA', ',', 'GH', ',', 'GS', ')', 'requirements', '.']"
